,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
s1-0,-0.2845299,0.7995285,-0.123482585,-0.035763577,-0.82062376,1.8141435,-0.12466617,-0.37888715,1.198511,0.47846773,-0.73286694,0.7646256,1.1230838,-0.3918478,-0.55219465,-0.56772894,-0.8341,-0.83346355,-1.1434282,-0.7512743,-2.0870917,0.11448528,2.6984327,0.7040819,1.7463808,-0.53779066,0.9592002,1.6533244,-1.646836,1.8188368,-1.3516347,-1.3414046,0.709737,3.6117103,0.6002399,0.7519221,1.7665893,0.40465105,0.70839536,-1.5644498,0.118305795,1.0068818,-0.9073294,-1.1695268,-0.42592925,1.986078,0.14009374,-0.72675955,-0.18500707,0.36983654
s1-1,3.3451917,-0.65440756,1.7157272,0.9693002,0.3023783,2.4185698,0.8318901,-0.77303946,2.1335015,-1.1523814,-0.57777226,1.2544833,-0.99070287,-0.43760023,0.36455455,0.2258761,-2.1461072,-0.1087985,-1.518564,0.17580375,-1.1735809,0.74127686,-0.8012867,-1.3045086,0.25608122,0.0763497,0.8104107,-0.04121484,0.65365344,-0.7378636,-0.8884436,0.3937001,-1.5527853,0.5718751,-2.4532967,0.24816693,0.84599054,-1.2540584,2.200978,-1.9125352,-1.6638399,-0.26959288,-0.8304124,-1.2891953,-0.08607374,-1.0849595,-0.6827303,1.0685405,-0.16062227,0.99682444
s1-2,0.98616314,-0.18289253,-0.85628915,-1.8770624,-2.3293345,-0.66124916,1.4954579,-1.1835554,2.808313,-1.9918469,0.26962838,-1.3399097,0.078130156,-0.22259472,-0.16218609,-1.103383,-0.34284115,-0.9312989,-2.074678,-0.064316444,1.4320047,-1.3490831,-0.9669337,-0.19778895,-2.484368,-0.55336136,1.8565706,0.13915709,0.35037637,-0.3474685,0.87474906,0.09495861,0.41236773,-1.2807336,1.7168815,-1.5825487,1.8677831,0.4086082,1.2872821,-0.65073323,0.64662063,-0.46916714,1.5508798,-0.055675674,1.6374458,0.15455176,-2.0066102,-0.075453736,-0.62973243,2.3590581
s1-3,0.44385412,-1.1741434,-0.48897272,-0.69006634,-1.5440645,-0.7633657,-0.08483125,3.06529,1.8802453,-0.108488455,-0.35703945,-0.8224777,-0.24193732,2.159824,-1.9680543,0.014370673,-0.288852,-0.7864851,2.013499,-2.4720452,0.18930149,-2.6849358,0.042652853,-1.00246,1.4248441,0.7695364,1.9601642,0.71094126,0.2677294,-0.70097524,0.16555633,-1.4359144,-0.9832401,1.8815136,-0.2942557,0.56636375,0.8467926,-0.7381008,-1.36813,0.4622128,-0.681443,0.8412936,-0.6110894,-0.9482759,0.89926,-0.1775438,-0.2759732,-1.4050034,1.24936,-1.6498858
s1-4,0.41674107,-0.7847705,-2.6616485,1.0024438,-0.6691715,0.8454161,0.4364155,-1.0308585,1.36684,-0.3225015,-0.049253106,0.9238889,0.4066322,0.3837527,-0.8658729,-0.5980482,1.2610794,-0.55009794,-0.302599,1.2328523,-1.1644709,0.03636435,0.2885468,-0.53691393,-0.50985307,1.6170186,-0.35877296,1.1505849,-0.48585504,0.5007198,-1.917399,0.7258598,-0.788128,0.12659058,0.7845701,-0.27252364,-2.0502057,-1.1809438,-0.8154736,0.36688757,1.2623956,-1.2136623,0.53183687,-0.40434912,0.80421674,-0.48994482,1.17049,0.51889247,0.6837775,0.7129451
s1-5,-0.2827477,0.49484375,0.29089496,0.8415454,1.4356536,2.5502343,-0.026509728,-1.7412351,1.540745,-1.5924517,-0.8843834,1.8861247,-1.0484927,0.68718815,-1.2919592,-2.1977704,0.951425,0.20923729,-0.030522985,0.5789131,0.54220074,-1.6208532,-2.1090422,-0.5237176,-0.027143884,-1.3266506,-0.03386073,0.33640656,0.985805,0.87622976,0.21023433,0.7505423,0.22828677,-0.036666002,0.03411547,-1.2288902,0.3494522,-0.12571003,2.4078994,-1.5899476,1.8331522,-0.3421194,1.0886172,0.41268978,-0.05005013,-0.5749145,1.0040594,0.27560195,0.70636153,1.4775968
s1-6,0.9986432,0.72835594,0.16153492,1.2583947,1.5226877,-2.2320743,-0.26871225,2.0910804,2.671739,-0.7015939,3.278047,0.651428,1.641773,-1.4664814,2.745403,-1.0252023,1.4615127,0.5965521,-0.98867315,0.3021403,0.19129224,-0.4235738,-0.1611592,-1.0631113,1.214173,1.9582132,2.0301826,-0.8443432,-1.6460848,2.0152078,2.7216346,0.76395714,-0.2592762,0.8020737,1.581169,-1.1913943,-0.3874391,1.2541268,1.9940851,0.8587259,-0.75385064,-2.4000618,0.7043889,-0.6415984,0.7702602,-0.38484737,-2.2134585,1.0034047,-0.08512834,0.33812448
s1-7,0.8793372,-1.0260471,-1.6384733,0.85220474,0.62755835,1.1576054,-1.1928905,-1.3725144,0.49522707,0.74181724,0.07403336,0.07586812,-2.055839,-1.4080987,0.30815214,-0.3611754,-2.1016002,-0.17575791,-0.7105457,-1.3438295,0.022054385,-1.1255096,-0.25881684,-1.1159984,-1.5626025,1.1128882,-1.4452816,2.0185666,-1.4324574,-0.004304982,-0.0073800166,2.7237363,0.54524165,0.22498386,3.040888,-0.5022721,-1.0306636,2.0961,-0.55276024,-1.1896312,-0.97222686,1.1899228,-2.997356,-0.42822126,0.4109359,0.4801731,0.1223698,0.42845806,1.7332233,-1.8234413
s1-8,0.7321965,1.9003687,-2.4867277,-0.80200756,0.74113697,-1.0376803,0.3282723,-1.1187384,1.2930388,-0.24216981,0.49373287,0.11057553,0.3924111,1.1773648,-1.5293696,2.457683,0.14874142,-0.7089656,1.8280551,0.5503806,-0.88710004,-0.28002045,0.13639721,-1.2715043,-0.10911894,-2.8218033,0.9918347,0.9211666,0.44537622,-0.53386027,-0.20781705,0.6874452,0.5945921,-0.9818374,-0.034743905,-0.1490034,0.9263039,1.2201083,1.2008046,-0.19551094,2.8061056,-1.4276056,0.66225404,-0.2123602,-1.8514589,-0.8202431,-0.22687739,2.0081518,0.45195714,0.35959032
s1-9,0.10160668,1.2819824,-0.7549047,-0.8744153,-0.5507585,-1.1008822,-1.173984,-0.57582587,0.041886352,-1.9886869,2.42012,-0.104548715,-0.6293024,0.01846782,-0.8268422,-0.6745867,-1.1434582,-3.53848,-1.2578723,1.0762242,-2.5859969,0.9233027,1.1331282,0.89497644,-0.66442186,-0.23707457,0.6561506,0.58252364,-1.6346155,-1.4085212,-0.6185015,0.96701694,-1.467156,-0.25747296,0.38701832,1.3877447,0.3652466,1.4416786,0.50899875,0.8042484,0.6795426,0.061588082,0.5607423,-0.5995921,0.458119,0.7063615,-0.23486982,0.24844626,1.5096636,2.0867527
s1-10,0.20298877,-0.7519461,-1.4925207,0.41862077,-0.3410514,-1.1296886,-2.0492477,-1.2182611,-2.153051,0.6084414,0.5381389,2.897426,-0.53910077,-1.0364206,-0.66891176,0.15767924,0.5391325,-1.4972367,-0.55813485,1.789251,-1.095907,0.53914577,1.8926992,-0.11295849,0.31378195,0.38132307,0.1580778,-0.21101071,0.17531838,0.62078077,1.9252713,-1.2545741,-0.7763275,-1.0301083,0.84236515,0.7579663,0.30927438,-0.62041706,-0.97799903,2.7337306,-1.7105957,-0.63777304,-2.1843626,0.12914757,-0.23222074,0.35099328,-0.62816447,-1.849411,-1.1892271,-0.7549521
