,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
s1-0,-0.21732083,0.67180204,0.39210004,0.9907932,-0.14155175,0.06540121,0.558527,-0.35957107,0.17287874,0.14403734,-0.058646914,0.20289698,0.26732215,-0.69894993,-0.26030955,0.2375578,0.16179347,0.060320135,-0.12987345,0.0005126465,-0.49568498,0.8848318,-0.5538868,-0.061664954,-0.50953406,0.7324031,-0.054901965,0.3038991,-0.362961,-0.079044074,-0.1756104,-0.13152774,-0.59733415,0.122653894,-0.042072047,-0.38606983,0.016462833,0.43761942,0.029513953,0.07659521,0.6297749,0.08387591,0.016819749,0.6614733,0.6707134,-0.024742238,-0.041232415,-0.2919168,-0.27010834,0.48677206,0.18087399,-0.041000012,0.022282243,0.12292622,0.1770215,0.18397182,-0.14703962,0.025393946,-0.0620002,0.07440719,0.040279705,0.3902982,-0.42909032,0.04811362,0.17992562,-0.017741632,0.15871577,-0.09092575,0.06882762,-0.111409165,-0.26128906,0.14396766,-0.081967816,0.23295787,0.34558585,0.105989195,0.08476198,0.26882857,0.078029335,-0.09395166,-0.34940964,-0.14416212,-0.118346475,-0.029485703,0.1613182,0.08763573,0.006301254,0.3944773,0.3044669,-0.115444936,0.03578543,0.045020327,-0.113713086,-0.022537876,0.26161408,0.08410851,0.08145579,-0.36701888,0.2621787,-0.09671245
s1-1,-0.15667425,-0.98722535,-0.37151718,0.17195253,-0.23300797,-0.146451,0.20024218,0.32634103,-0.252987,0.17773362,0.014017686,-0.08392804,-0.064686894,-0.20964494,1.1619816,0.06713006,-0.1542499,-0.6169408,0.14149621,-0.090436675,0.042937398,-0.15110283,0.19686703,0.35181874,0.15470245,0.042609077,0.27989298,-0.12965685,0.3093266,0.6468163,-0.4068646,-0.116409585,0.17526092,-0.6429151,0.12923247,0.99484,-0.15453514,-0.16372864,-0.16072688,-0.23173401,-0.11509591,0.5220838,-0.037679702,-0.058274806,-0.45601505,-0.2884035,-0.25751108,-0.111810215,0.009069417,0.11021836,0.2541462,-0.03459479,-0.08006257,-0.0820969,-0.053493537,-0.34798053,-0.060499147,-0.020393245,0.17170721,-0.07871284,0.090276904,0.06221716,0.18057433,-0.31754065,-0.14187022,0.07043892,0.035754293,-0.18401721,-0.12071547,0.16761571,0.2397938,-0.091074824,0.0068234596,0.42035627,-0.084713265,0.82895774,-0.11978701,0.0213974,-0.18473709,-0.20866889,0.16715023,0.14360249,0.39077252,0.086095616,0.09111639,0.003265516,0.23943087,-0.08372599,0.44325578,0.110377714,-0.13113306,0.038929053,0.009545597,0.034392674,-0.15474342,0.014792867,-0.14607231,0.1623679,0.03774351,0.10961595
s1-2,0.09322827,0.27852085,-0.5639973,-0.09135946,-0.46384844,-0.36639404,0.5978329,-0.26702505,0.36786678,-0.28537518,0.07721306,0.24188834,-0.67819595,0.3766349,-0.009308025,0.07047013,-0.29782674,0.21144915,0.20256701,-0.090989806,-0.040035054,0.11034209,-0.24954335,-0.04488903,-0.12131961,0.31133568,-0.6239195,-0.19671777,0.061454702,0.29889575,-0.16428375,-0.32338256,0.5271369,-0.64817107,0.43061256,0.26595804,0.11337029,-0.81674886,0.8665706,0.7329415,-0.5723884,0.10117557,0.15928817,0.16236666,-0.21721457,-0.1839763,0.09952154,0.5558585,-0.16514115,-0.34894943,0.069680475,-0.05420409,0.2450689,-0.07798174,-0.073535696,-0.30114537,-0.34579644,-0.07339488,-0.21381584,0.047571957,-0.10747,-0.092850566,0.22801982,-0.2743424,0.09476973,0.16118965,-0.02073013,0.022739023,-0.07047726,0.04979542,0.0069001084,-0.22428966,0.15135604,0.75073713,0.120321415,0.69174373,-0.14800282,-0.05592058,-0.20244154,0.00055879354,-0.059407033,0.19940221,0.009605195,-0.016455702,0.14117837,0.03135024,-0.019889912,0.07829925,0.046904452,-0.25785172,-0.07622569,-0.11256294,-0.19711587,0.06403217,-0.06675039,0.009683603,-0.07851371,0.006068088,-0.03831085,-0.12166515
s1-3,0.29509205,0.14246388,0.028948722,-0.03854712,-0.27377552,-0.14505139,0.0011478458,0.23888743,-0.23815607,0.23721015,-0.40865248,0.04131532,-0.11072208,0.093963966,0.2736596,-0.11274026,-0.24663018,0.14996365,-0.14301364,-0.016354918,0.6567079,-0.04946488,0.21111351,0.08675797,0.56581026,0.20152068,-0.007641971,0.4471411,0.36158365,-0.4307657,-0.024171188,0.6709341,0.015830494,0.13488036,-0.82547015,-0.2022163,0.45077562,-0.260318,0.09878649,0.2789198,0.104596876,-0.7233996,-0.34951147,-0.36553746,-0.19867112,0.34600264,-0.8105351,-1.0982282,-0.29097718,0.14610608,-0.13499956,-0.06437769,-0.10258903,-0.22041088,0.010976963,-0.11658149,-0.017976258,0.13087267,-0.015051439,0.07851859,-0.26623595,-0.34584448,-0.18871507,0.10403837,0.023538426,0.06799712,-0.042298824,-0.0794691,-0.15708975,0.1725659,-0.26277053,0.17458239,-0.07127535,0.7955615,-0.14249402,0.6549753,0.09601841,-0.4050533,0.018647665,0.18469974,-0.3086633,0.07110657,-0.33278266,-0.059450436,-0.0503707,0.068235785,-0.17127472,0.034427047,0.6055968,-0.024302352,-0.029839488,0.20183918,-0.27954507,-0.34199446,-0.08732435,-0.017431574,-0.071190774,0.33848757,-0.15425545,0.1753383
s1-4,0.0014049411,0.16501075,0.17817125,-0.6523963,-0.47100574,-0.39530393,0.22082044,-0.15602471,0.2952407,0.08277318,0.37344104,-0.048248798,-0.40366,0.19371921,0.83648276,-0.22627804,-0.3306192,-0.047418606,-0.06440764,0.5336996,0.24190947,0.74077725,0.041240375,0.15887481,-0.18061593,-0.41009256,-0.014531553,0.2717439,-0.30494887,0.24218479,-0.014480617,-0.0060628504,0.20725217,-0.3077446,0.16924194,0.24414688,0.58783627,-0.51124465,0.200063,0.48593575,-0.1833359,-0.095793016,-0.38691914,-0.3082965,-0.48363328,-0.17767386,0.17853989,1.0437603,0.27743408,0.551707,-0.09007413,-0.0798527,0.16090605,0.072172485,0.10744956,0.0961656,-0.047192093,-0.011312282,0.03115039,-0.21690664,0.047863495,-0.23766485,0.19514921,-0.043934446,0.18729883,-0.17120555,0.1994877,-0.0798537,-0.04718423,0.041227043,0.15986365,-0.18187234,-0.046320245,0.8827575,0.13426995,0.56666344,-0.10174385,0.101224,-0.11258492,-0.18806973,0.08001966,0.046706885,0.12161794,-0.1270566,0.057645626,0.0065289624,0.28454152,0.044570386,0.7506883,0.04683161,-0.0021552872,0.021000138,0.3511793,0.052583717,-0.120452,0.13105775,-0.23663455,0.13576545,-0.094166085,0.10321568
s1-5,-0.23157586,-0.14851724,0.15490235,0.3132362,-0.42119032,-0.20565142,0.4845351,0.018429413,0.10509458,0.057559237,0.25699928,-0.37497616,-0.45581838,0.01590237,-0.38304526,0.074777886,-0.06527804,0.038392574,-0.024086665,0.52916586,-0.2314716,0.058601364,0.12980172,-0.29672575,-0.084270515,-0.0021619685,0.25589725,-0.01105848,0.091740526,0.036370873,0.23401748,0.041838598,0.19052295,-0.04985563,0.5973576,-0.12313904,-0.043437388,0.23224647,-0.41240108,-0.08434499,0.016484445,0.3529322,0.23414727,0.22977015,-0.064393625,-0.14892344,0.083414234,0.633765,-0.20636764,-0.002951458,0.19191246,-0.06752018,-0.026907563,0.011585575,0.10927756,-0.104708485,-0.01410842,-0.11895122,0.20216012,0.09315257,0.096751444,0.316535,-0.05757784,-0.021118555,0.1751416,-0.0022346089,-0.022985842,0.01599285,0.24511907,0.024080306,-0.11935969,0.24033594,-0.18351471,-0.44472146,0.19691709,0.5903637,0.19188002,-0.19074836,0.03813962,-0.20245641,-0.08701638,0.12343382,-0.0006259419,0.14379594,0.052201204,0.09310994,0.061009347,-0.077502586,-0.05008516,-0.19099545,-0.078711756,0.15823054,-0.015853852,-0.06296764,0.16881934,-0.03049886,0.0083839195,-0.20495708,0.14490752,-0.19860378
s1-6,0.2850994,-1.5844865,0.08189447,0.30190983,-0.20669354,0.024362594,-0.18339194,-0.60198545,-0.45287365,0.56712687,0.07918002,0.45284897,0.053545497,0.19741708,0.30663806,0.1411239,0.5683992,0.043047316,0.061741233,-0.09029639,0.116368935,0.5776634,-0.021926772,0.013213906,0.61851406,0.04702179,0.22267462,0.5547721,0.35200387,-0.04972557,0.16353986,0.014068283,0.19492228,-0.005243819,-0.5516306,0.33803055,0.10311848,-0.027135301,-0.37368378,0.27977577,-0.40639693,-0.041230455,-0.037629195,0.43823034,0.663416,0.15594764,-0.46065938,0.08845732,-0.07435188,-0.013747118,-0.049469505,-0.07632856,0.029176924,-0.007278677,0.026925225,-0.015867293,0.057646252,-0.055235676,-0.18212745,-0.21030445,0.02531768,-0.05045561,0.025331672,0.050721258,0.110382184,-0.009564307,0.08515411,0.049444467,-0.07123609,-0.15731965,0.03181396,0.09103307,-0.004304271,0.1326735,0.038945116,-2.076096,-0.14766234,0.03338481,0.06651352,-0.20745638,-0.13430175,-0.004542093,0.022751838,0.22613674,0.13166986,0.13389695,-0.030312033,0.11081844,1.3445103,-0.15113682,0.03549079,-0.010395009,-0.05726546,0.0011363886,-0.034007307,-0.17510355,0.027249329,-0.1257447,0.00058707874,-0.10019671
s1-7,-0.32245272,0.34525087,-0.36982965,0.22328809,-0.21503076,-0.17130372,0.1694927,0.5433435,0.35102797,0.33942991,0.19787511,0.91248435,-0.21674831,-0.018143304,-0.24463509,0.025913047,0.6350007,0.48110148,0.09642601,0.2480711,0.14746617,0.061074026,0.329709,0.5333701,-0.46632123,1.0639948,0.07251624,0.5915364,-0.20007184,0.042738665,0.1968143,-0.19030517,-0.86436653,-0.11692949,0.44939303,-0.3565236,0.5517166,-0.59563,0.35879755,-0.78003407,-0.23921004,0.36981994,-0.16093206,-0.33331263,0.42212832,-1.4699781,-0.2002518,-0.43202037,0.028148677,-0.32125005,0.26451203,-0.050270364,0.087604314,0.022229766,0.09211488,-0.05973088,-0.093260646,-0.026023537,0.16885386,0.01866237,-0.107952885,0.10774753,-0.3824935,0.010934414,0.13115613,0.09005208,-0.24062745,0.19153067,0.21974745,0.0420084,-0.19728321,0.19091201,0.044056825,0.596173,0.14771184,-2.0909643,0.03783162,-0.037105884,-0.14601591,-0.037044775,-0.08330436,-0.007040929,-0.03521642,0.044820316,0.15036646,0.13304478,0.050673664,-0.098177396,1.4464196,-0.15707096,0.050692916,0.03948188,-0.039771628,0.018050183,-0.01600365,0.15074208,-0.016264968,-0.15239112,0.1395463,-0.18435714
s1-8,-0.0887895,-1.3015971,0.6614553,-0.30505148,0.12664774,0.13992566,-0.16874738,0.3088939,-0.33724162,-0.07699402,-0.13728067,0.5695132,-0.6477592,0.12695019,0.18577331,0.0085963905,0.16873951,0.08156536,-0.50193346,0.67099404,-0.29411155,0.16442767,0.21903321,0.25258648,-0.044390075,0.8127674,-0.15689199,0.10841577,0.50286573,-0.32977617,0.26025224,0.018807389,-0.2506432,-0.38266492,-0.07861788,-0.13087653,1.2078186,0.23805475,-0.01635346,-0.28082728,-0.013852812,-0.56248766,0.71455246,-0.14483684,-0.7261131,0.34367037,-0.52522796,-0.040856987,-0.08969568,-0.1321226,-0.15584727,0.026687464,0.11591963,-0.08404651,0.005896952,-0.13945673,-0.060257882,-0.08689613,0.037944436,-0.036982663,-0.009475008,0.047334637,0.1638099,-0.020649306,0.03540577,0.047767982,0.045427933,0.056097385,-0.11793157,-0.07728429,-0.07701679,-0.13157678,0.12742658,0.060620975,-0.043238126,-2.405441,-0.052876167,0.058244433,-0.13283627,0.21604346,0.068551585,0.050346978,-0.1018792,-0.08372058,0.03330441,-0.09488829,-0.11399574,-0.15824485,1.0029888,0.15106647,-0.041955464,-0.15884683,-0.20423011,0.001586739,0.14830543,0.041270915,0.0029000668,-0.08661056,-0.13134325,0.026171934
s1-9,-0.008061118,-0.32316875,-0.114030704,0.4451999,0.7351612,0.1519222,-0.45068702,0.0017304528,-0.14593463,-0.06363001,-0.5829416,0.3776117,0.6276262,-0.47363588,0.18766198,0.2961322,-0.0680769,0.08652895,0.010781154,0.23614609,0.10976221,0.27052996,-0.23989263,0.66195655,-0.44760478,1.358489,-0.19635284,0.09930616,0.4695541,0.57973695,-0.7174414,-0.3543293,-0.16139537,0.15602067,0.4641177,-0.073279604,0.81224334,0.4004857,0.08677222,0.044220347,-0.81154484,0.082359985,0.24963458,0.19726753,0.5616176,-0.23725924,-0.22021246,-0.22832277,-0.18509771,0.016662221,-0.0674861,0.06924915,0.13577822,0.015474208,-0.0679223,0.049073737,-0.058890045,-0.17507017,0.0139964335,0.18265003,-0.061916415,0.048346594,0.08136816,0.1681402,0.063363194,-0.114376605,-0.12463153,0.20019251,-0.059239782,0.01646863,-0.03530828,0.029493442,0.096592054,-0.07133277,0.09184016,-2.3104217,0.06881883,-0.05131,-0.06650935,0.23025979,0.11393653,-0.17622623,-0.2089123,-0.011084944,0.0019045714,0.019314986,-0.018367708,-0.036636382,1.0039214,0.050419122,0.10236089,-0.089547485,0.012968585,-0.047586933,0.29066527,-0.034015015,0.07735334,-0.15061726,0.026749626,-0.16851334
