,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
s1-0,-0.13841754,0.08891951,-0.11367284,-0.0027468093,0.2819091,-0.0066902963,-0.14288409,0.036638215,-0.18589358,0.3789673,0.08024034,-0.08593167,-0.35418406,0.039342083,0.15540348,0.23257202,-0.06800011,-0.13751373,0.18346487,-0.1941552,-0.18952817,0.1901415,0.115103595,0.030787306,-0.21763076,0.096340045,0.04665917,0.121563286,0.39200202,0.004845863,0.11134387,0.052748695,-0.3298002,-0.07961677,0.047380053,-0.010718785,0.07886164,-0.22253886,-0.04485345,0.26269406,0.13836141,0.15000021,-0.14697927,-0.16399728,0.17847466,-0.31547934,0.16577859,0.070339754,0.089762196,0.12826279,-0.08922228,0.07228668,0.054881334,-0.1131472,0.06385711,-0.020316664,0.09348273,0.15011972,-0.03708111,0.09575564,0.2588926,0.14028923,0.16495144,-0.11777201,-0.00049366057,-0.03665457,0.006728612,0.18435957,0.07379935,-0.997021,-0.13174663,0.22639684,0.17168719,-0.27409914,0.39620996,-0.16509615,-0.100390926,0.14174388,0.14655471,0.35671765,-0.13063195,0.33995512,0.021801412,-0.094985455,0.03153153,-0.23967479,-0.16883723,0.49605715,-0.2803567,0.16751167,-0.0982052,0.0059652478,0.06278008,-0.018566996,-0.0739827,0.13145804,-0.07573188,-0.0074827,0.05868742,-0.01966054
s1-1,-0.08416931,-0.40238816,0.029165514,0.28256938,-0.106583975,0.10098405,0.04708381,0.018671721,-0.059543733,0.22171205,-0.06922032,0.20286843,-0.099957235,-0.07243919,0.24359599,0.28266317,-0.09864765,0.062454645,0.1488646,0.22451279,0.23812169,0.0208705,-0.14882953,-0.023982434,0.052091226,-0.10648234,0.043056235,0.18181804,-0.22679813,0.1711942,0.08152934,0.20253924,0.19004399,-0.31645888,-0.18881091,-0.02355897,-0.17627493,-0.10250722,0.10124393,0.08888413,0.03449814,-0.2815281,-0.25688183,-0.07579284,-0.028254341,-0.02148083,0.26993856,0.26125488,-0.1652168,0.15667266,-0.09884554,0.23781568,0.023807764,-0.06302742,0.10010816,-0.033774655,0.9102425,-0.12085557,-0.17858219,0.11746209,0.16917539,-0.13899705,0.11259854,-0.02166652,0.37369022,0.10261931,0.054467414,-0.14907807,0.24932197,-0.3972534,0.06847247,0.18688995,0.0010900572,0.05399756,0.16026962,-0.5199685,0.016387012,-0.10358399,0.15950139,-0.13506386,0.03947705,-0.1637947,0.34357452,0.15618177,0.116972536,-0.18863247,0.13674746,0.1096589,-0.4412983,-0.1489688,-0.16207407,0.011496477,-0.24001345,0.06116627,0.07057103,0.078916945,-0.15388808,0.06254863,0.085866034,-0.3472008
s1-2,0.23736386,-0.008644301,-0.095420144,-0.06702463,-0.009684745,-0.031213619,0.032412797,-0.05514589,0.008990591,0.017658023,-0.12965441,0.03793103,-0.08902091,-0.09852877,0.011236176,0.052272603,-0.032159507,0.05838731,-0.1416034,0.058374174,-0.14612433,-0.051406458,0.19436406,0.023421884,0.09500317,-0.07998706,0.070134796,0.049506962,0.066502556,-0.107593015,0.03567944,0.064134344,0.021225581,0.290804,-0.10494558,-0.07509098,-0.18860853,-0.053161066,0.21193597,0.19865753,-0.22705936,-0.36740717,0.099345,-0.070824936,0.22250053,0.057698697,-0.22235572,0.050921537,-0.113308474,-0.14407037,-0.0817748,0.49197268,-0.40563077,0.0074571576,-0.25804746,0.4760466,0.7913885,-0.35353634,0.09299123,-0.15710986,-0.18003643,-0.0025191456,0.05783734,0.1388506,0.05708319,0.06762714,-0.030269852,-0.74102175,0.022249501,-0.414734,-0.11806522,0.29046494,0.1646504,0.12832929,0.18046583,-0.13908572,-0.065543205,-0.16082054,0.117368564,0.07782147,-0.27241617,0.14211106,-0.031049827,-0.14075989,0.23706047,-0.038646236,0.16297352,-0.14427266,0.039114065,-0.0036833556,0.05406613,-0.3152604,-0.14795637,-0.052763883,-0.15745528,-0.07789803,-0.13018566,-0.033601847,-0.43803322,0.12411702
s1-3,0.1490539,0.33292764,-0.3313077,-0.1120533,-0.0068148137,0.12181117,-0.12437054,0.07011019,0.027851943,-0.045314312,-0.12936041,0.12381634,-0.08657192,0.06252631,-0.05740305,-0.11212027,0.018009046,-0.014361974,0.02883485,-0.091243476,-0.33642325,0.12483299,0.09110788,0.07178542,0.31844103,0.043753132,0.088160545,0.3556922,0.1032951,-0.109394774,0.022966316,0.052837484,0.066368856,0.6019101,0.061175145,-0.19299717,-0.020836577,0.24459004,0.13790794,0.28688866,0.0312516,0.7828966,-0.15965515,0.25635418,0.16294682,0.34093595,-0.015659116,-0.2483907,0.20330888,-0.2336091,0.15238366,0.15790272,-1.1419538,0.12895052,0.19664377,-0.1551041,0.2521089,0.23591891,0.13705501,-0.030461438,-0.08342382,0.18217507,-0.13475613,-0.23205888,-0.2737525,0.10617204,0.18508723,-0.20978254,0.08292371,-0.19039953,-0.16218036,-0.13573383,-0.11070995,-0.21275373,-0.2563095,-0.22191577,0.342198,-0.12685402,0.044869475,0.062879845,-0.2891367,-0.027506933,0.53806674,0.20853524,-0.025939275,-0.057238623,0.5113867,0.5137865,0.122139014,0.1462749,0.08047627,0.42553246,-0.031084206,-0.2267137,-0.08468785,0.11884023,-0.07839581,-0.14226748,0.12723586,0.08672146
s1-4,0.109005414,0.030212648,-0.15574569,0.17686439,-0.035024613,-0.10143882,0.0121741155,0.0561949,0.20150207,0.1071912,-0.09777506,0.14620328,0.31406724,0.06989119,-0.08806803,-0.028658964,-0.06528121,0.2260339,0.10881759,0.19828662,0.17056751,0.010205725,0.020291368,-0.11922733,-0.040995568,-0.20777766,0.105360836,0.118611194,0.66601115,-0.02791198,-0.07329414,0.14763394,0.09880266,-0.075817235,0.21383564,0.13345264,-0.15837179,-0.093332544,-0.10288946,-0.026824357,-0.092224166,-0.3565903,-0.05348754,-0.07314849,-0.04761613,0.08536515,0.086296916,-0.028498588,-0.076344684,0.088713564,0.026669342,-0.2683655,0.4922751,0.035050295,0.07558264,-0.24952555,0.5142069,0.10554354,-0.106285386,0.23943995,0.13108031,-0.011382248,-0.087688945,-0.04550693,-0.06861326,0.027806412,0.028258808,-0.5281061,-0.07599698,-0.57600605,0.09785823,0.09258172,0.009038899,-0.05454475,0.06364399,-0.12915757,0.0801982,0.07561884,-0.11428937,-0.021205025,0.36256453,-0.39605373,-0.116372935,0.36638197,0.011146387,0.16193596,-0.31828767,-0.27419555,0.10188773,-0.052569807,0.07212888,-0.04920602,-0.052824296,0.020229695,0.23281966,0.02624612,-0.024843803,0.083877906,0.106034435,-0.22678912
s1-5,0.065570265,0.044527084,-0.13012423,0.049970314,0.07236671,0.028285993,-0.07998403,-0.05808008,-0.038104735,0.021628292,0.1887867,-0.0054889787,-0.067974806,0.011769486,0.041792266,-0.058039166,-0.15787464,0.068011865,0.1116284,-0.07993853,-0.020317184,-0.093101636,-0.09281795,0.03287421,0.037599206,0.07663788,0.16028541,0.07677512,-0.07627165,0.09554209,0.07776103,0.16796139,-0.20090866,0.30015105,-0.10499445,-0.026019068,0.08137214,0.017595075,0.031248182,0.09423647,-0.04256271,-0.042297244,-0.10906505,-0.06972448,0.03987705,0.01853744,0.004779132,-0.18244494,-0.023378987,0.046718564,-0.045568142,-0.1453544,-0.11394874,0.0026110634,-0.1907231,0.11518906,-0.32534224,-0.12330052,0.08070269,0.12733693,-0.05653388,-0.12478033,0.11708067,0.08802287,0.14468046,-0.05221892,0.0032099606,-0.25562578,-0.08067148,-0.14086339,-0.1600466,0.14346057,0.020207912,-0.046772286,0.18417895,-0.18577561,-0.07788755,-0.18617119,0.068530135,0.17461845,0.11899547,-0.13513911,-0.06788204,-0.07241494,-0.17094994,0.06171225,-0.17374748,-0.5977565,0.06357366,-0.29380184,-0.12229212,-0.13315019,-0.05213067,-0.00024723448,-0.145356,0.066692606,0.003290981,-0.047224797,-0.15890384,-0.07411552
s1-6,-0.05840084,0.07409258,0.16514999,0.10692045,-0.12546062,-0.0828402,-0.041325063,0.09933196,0.114722945,0.12954088,-0.005758387,0.09339792,-0.12375911,-0.0350257,-0.09450785,0.19424817,-0.25935894,-0.19302778,-0.0869347,0.07024504,0.008427028,0.10037162,-0.15121046,-0.09957248,-0.08853261,0.17828836,-0.046781354,0.05624241,0.22474502,-0.029340886,-0.13896853,-0.14072874,0.01997605,0.5799041,0.07192259,0.009952055,0.089515656,-0.0938968,-0.050741024,0.028142419,0.12647767,1.2083771,-0.12962878,-0.079533204,-0.23574603,0.036574833,0.08312983,-0.016756777,-0.0061443057,0.13852674,-0.014027341,-0.007071547,-0.13733058,-0.09146084,0.05772719,-0.20094381,0.58771455,0.18585108,-0.12754162,0.19421697,0.11605422,0.0945832,0.15857184,-0.19749695,-0.28872836,0.097578175,0.06659375,-0.5514329,0.1023107,2.1662436,-0.03516288,-0.17155644,-0.098614536,0.0589673,-0.015193548,-0.34819245,0.024200514,-0.025543474,-0.095663965,0.023443036,0.19359954,-0.033411905,0.24262343,0.13154751,0.055866208,-0.14982153,-0.06485756,0.43443537,-0.14981602,-0.026633395,0.087674215,0.0058146194,-0.106386445,-0.08372498,0.32869133,0.015250497,-0.10078061,0.02328648,-0.08005972,-0.032240346
s1-7,0.16830021,0.241653,0.08032255,0.087298036,0.10189006,0.06600912,0.012755146,0.005454909,-0.0028460026,-0.18838173,-0.076528095,0.04205932,0.2131345,0.09217027,-0.07125638,-0.0014137528,0.049907457,0.056750454,0.010536761,-0.016004387,0.2739751,0.002684312,-0.04408489,-0.17078339,0.08028671,-0.06368497,-0.08646476,0.046533678,0.16709459,-0.11668624,-0.016325336,0.20586139,-0.108513236,0.34003374,0.031731587,0.0146417655,0.045491137,-0.06196756,0.17162272,-0.05382824,-0.025277127,0.8122804,0.02333573,-0.085591875,-0.07266432,0.008031479,0.063092604,-0.034947377,-0.122738495,-0.027569264,-0.15053672,-0.009736219,0.14428407,-0.2674796,-0.19005,0.12750816,0.7427609,-0.09265264,-0.08581126,0.0067704692,-0.01596268,0.033331312,0.012449931,0.1980122,0.27999324,0.041766662,-0.1270758,-0.32645363,0.07651756,2.095917,-0.048897926,-0.10922139,-0.0117132235,0.18720143,0.06922917,-0.29421538,0.0034401342,-0.22559714,-0.020809293,0.017403238,-0.015838327,-0.14371723,0.10823124,-0.0018107705,-0.10293154,-0.15701103,-0.111809075,-0.40902054,-0.075324446,-0.09214766,-0.123661675,-0.30491257,-0.26664367,0.01980633,0.26936942,0.12519696,-0.06249997,0.11422292,-0.16840963,-0.07360001
s1-8,0.0021442901,0.16153923,0.044338938,0.10742643,0.20869567,-0.17708015,-0.22055164,-0.10173231,0.007601388,-0.2615752,-0.065052226,0.38839978,-0.0413433,-0.17562476,-0.06743164,-0.007535454,-0.34740704,0.082237214,-0.033178397,-0.2160406,-0.41679335,-0.019451901,-0.053216465,-0.12749156,0.1172522,-0.36291677,-0.0707359,0.118065715,-0.10561825,0.1327666,0.23750062,-0.016585667,0.04164461,0.86269855,0.37410903,-0.0007771328,-0.41018605,-0.1444754,0.015416479,0.17434974,0.09329812,1.8951455,-0.010244401,0.035634287,0.13203958,0.08769721,-0.29143387,-0.0464632,-0.0731912,-0.2059719,-0.052313227,0.29699808,0.31345066,-0.20851687,0.2650941,-0.05632172,0.7872666,0.098393746,0.021813333,0.012839314,0.10023542,-0.03952016,-0.10933037,-0.03093073,-0.015889347,0.073498,0.04123,-0.70584315,0.18496004,2.2079892,-0.18032348,-0.03720576,0.004440136,-0.10221202,-0.1128886,-0.12471756,0.10386573,0.011283712,0.19233637,0.18915942,-0.36319917,0.0031022187,0.32045802,0.32758507,0.19528864,0.06003055,0.31589228,0.26696858,-0.16537865,0.12069644,0.0031822547,-0.15695816,-0.22893956,-0.09235481,0.09571326,0.016602341,-0.23129894,-0.15407184,-0.031078666,0.03671707
s1-9,0.07491142,0.152009,-0.2082263,-0.14104721,-0.03226139,-0.11518397,-0.009480642,-0.050728768,0.13432153,-0.14219359,0.064997554,0.0016395338,-0.14047566,0.08925367,0.0064649517,0.035371788,0.04298131,0.08169557,0.18585712,-0.02421274,0.13202272,-0.02160301,-0.19598567,-0.027709132,-0.012654966,0.15654255,-0.0007537082,-0.08415838,0.27561784,0.055317298,-0.104911104,0.075794525,0.07969907,0.85760266,-0.013348192,0.06807964,0.150774,0.09514666,0.08927173,0.003772648,-0.044787977,1.1740549,-0.09443116,0.18489893,-0.09419961,0.014328418,-0.12287045,-0.22804375,-0.026391178,0.047149833,-0.16040364,-0.18826915,0.12978822,0.0100862365,0.018431166,-0.19336385,0.9368588,0.20935689,-0.012464288,0.30733258,9.8243356e-05,-0.038042836,0.10557132,-0.054155774,0.17345205,-0.08725263,-0.122529745,-0.76107526,-0.19566539,2.0835443,0.022289261,-0.18114996,0.029527634,0.059458923,-0.1708999,-0.06891483,-0.046922464,0.06345054,-0.2408095,-0.10395672,0.15372548,-0.0996419,-0.15896928,0.060985304,0.07825704,0.08622482,-0.05315048,0.012703605,-0.045439202,-0.014476251,-0.21871768,0.16249996,-0.06678347,0.1627396,-0.097238734,0.13663071,0.2570472,-0.059231192,0.04096098,0.10648188
