,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
s1-0,-0.5916589,0.3819239,-0.46707,-0.42030174,-0.15488194,1.6503742,0.39304677,-0.579581,-0.4263817,1.4772292,2.041307,2.0088146,-0.32339785,-2.1255863,-1.859726,-2.2589147,-0.36878917,0.051710133,0.80235946,-1.2274737,-0.43471542,0.18579195,0.9210044,-0.31128126,-0.19871446,1.1540248,-2.9569662,-0.28440642,-1.5420586,0.918522,-0.90641963,-0.06438156,-0.27090508,0.9424324,0.33882457,-0.091209605,-1.0747371,-1.9210262,0.07664162,0.19104779,-0.5685931,-0.6467642,-1.712421,1.9812316,-1.129119,0.65915966,1.0222881,-0.76843685,1.8356454,-0.41796538
s1-1,0.025911272,-0.82983625,1.4494904,2.6193047,0.68667567,-0.2216072,-2.110037,-0.40829057,-0.19379921,0.31318507,-1.92051,0.62395686,1.1525774,0.83220214,-2.1376128,-1.0175576,0.28109446,-0.0116273295,-0.3816206,0.040046096,2.2789996,-1.2750523,-0.369814,2.3880076,0.23640278,-0.52156126,1.2724731,-0.17572896,-0.4919616,0.64824677,-0.52009267,-0.07853771,-1.34914,0.22591776,-1.2551839,0.5428697,0.9871578,0.8303801,-0.076147646,-0.98904544,-2.1749952,0.17849547,1.2489475,-0.27704012,1.8422005,1.5160444,0.09345695,-0.83420414,-0.44460985,-0.25115293
s1-2,-0.6220659,0.7332961,0.45556003,-1.6497872,0.3875119,0.20348768,1.6267331,1.8321044,-0.82797617,1.4596461,-1.7338128,-0.8523767,-1.297439,0.3352364,0.21526735,-0.18686719,-1.3266125,0.39391324,1.2904851,-1.0774301,0.33531785,0.63439715,0.859275,0.444844,0.41675407,0.7280154,-0.4785507,-2.2913451,-0.48298237,0.29974452,0.05787806,-1.482778,-0.64465195,1.0062313,0.41617987,-1.0666561,-0.5284898,-1.8062526,0.082662344,0.77272296,1.2615861,0.5714714,-0.017877037,-0.55328417,1.1127747,-1.4862653,-0.966167,1.5757856,0.5366795,0.25427127
s1-3,0.6913125,-1.3346007,-1.0430126,0.8752158,-0.78918827,-0.6348513,0.40751418,-0.8341502,-1.5529678,0.6889915,1.4539838,1.0520694,0.97663414,2.0048845,0.5292695,1.1111393,-0.5894878,-0.78388524,-1.0952294,0.67789644,-0.82429314,-0.056837175,-0.70568436,0.4252037,1.0638577,-0.82983994,2.0358279,0.2975133,1.5094125,1.0753785,-0.66701764,1.1528878,2.1072872,-1.1441768,2.5573888,-0.38439274,0.03416737,0.9335856,1.1413945,-0.10735207,-0.27502745,1.868323,1.0906854,-1.4579864,-0.43321308,0.84775656,-0.8039414,-0.18671781,-0.93304443,0.9105802
s1-4,-1.8079541,0.41768345,-0.5467769,2.3790262,0.107017614,1.825988,0.58304894,-1.0669147,0.86352247,-0.95237935,1.5612326,1.3414052,0.4407137,-1.2273208,-0.8349221,-0.114479676,0.2209438,1.1962843,-0.3055762,-0.8606332,1.0680084,-1.732167,0.9716594,0.81396997,-1.860401,0.41088814,1.8043802,0.38143852,-0.6097233,0.107895605,-0.33015892,3.1515874e-06,0.8914759,-0.2989733,0.8879833,0.83504647,0.9744141,-0.76978517,-0.07394878,-1.1784592,0.9133139,-0.40475088,2.16219,1.2276947,-0.26222235,-1.7845893,1.0117668,1.842423,-1.1061648,2.3679714
s1-5,-0.78514314,-0.30324945,0.2169952,-1.4477422,-0.12361777,-0.21589886,-0.5608992,-1.1572164,-1.4990116,-0.386212,-0.3301991,-0.25361267,0.9586343,0.32742703,1.6558987,-2.2710805,0.2323537,1.0995003,0.07367415,0.45317253,-1.7576996,0.18028861,-1.4840823,-0.57964677,0.22494335,0.56655556,-1.2538387,0.38415208,-1.1303742,-0.20715733,-0.8800542,0.5444429,-1.9517276,1.9488039,0.5669042,-0.89404577,1.4501777,-1.6009958,0.89687103,-0.6054387,0.009558939,-0.10536289,1.3171685,0.6524279,-1.7791625,0.8735252,-1.0625204,0.89492315,-0.71131843,0.5656617
s1-6,-0.70154756,-0.012211542,-2.4628158,1.2724005,-0.3845838,-1.1306146,1.2812415,1.3709033,0.44544977,-0.66899097,-1.7046622,-1.2508613,-2.3761964,0.7510003,-2.1436524,-0.1955488,-1.8882675,-2.1154811,0.5425924,-2.1836348,-0.2769421,0.110564046,0.3358747,-0.3999183,-0.26889092,-1.1600361,0.6986142,0.65367055,0.63766736,0.68330294,-1.3568659,-0.44988808,-0.26044396,-0.3114549,1.7000043,-1.2753613,2.5077996,0.12602285,-0.16319598,0.32941014,-2.257387,1.2101142,0.39053786,1.5944978,0.9489399,-0.11112579,-0.42173,-0.370253,-0.47509974,-0.26408315
s1-7,0.17372502,0.100083716,-0.91124356,0.646549,1.1543131,-0.30453688,0.10667733,0.40560612,1.0494412,-0.13026588,-0.35976738,0.9329061,0.3992324,-0.76945275,-0.24533135,-0.47840646,-1.2427871,-0.8079339,0.85194534,0.7501877,1.5296206,-0.9787385,-1.0450686,0.43433496,0.5196694,-1.0875102,0.8106049,-0.7443822,1.2397865,1.1663021,0.09136236,-0.4517798,-0.9868066,0.038153235,1.8845394,-0.36360803,-0.1786923,2.7756495,-0.143354,0.36165005,1.0564874,0.70702595,0.29047278,1.1390902,0.9052339,1.490108,0.99658287,-1.8055131,-0.91974837,-2.1207483
s1-8,0.38184914,0.08178732,-0.6510521,0.01053277,2.330459,0.8336354,-0.40772468,0.5851641,-1.7697258,-0.76751196,3.101526,-0.1505185,-1.561735,-1.6952848,-0.28402612,1.2000297,-0.8852622,2.4360719,-2.1798508,0.58197737,-0.16555342,-1.3686112,-0.9160418,0.9306694,0.844893,0.6924425,-0.5982168,0.710799,-1.9542979,-2.6052113,1.9786191,0.025005937,-1.0685178,-0.59557474,-0.1444231,-0.9357249,-0.24653484,-1.0923903,-1.5078931,-0.8018395,0.763359,0.3981272,2.1050735,-1.0479,0.57681954,1.5155438,0.4847313,-0.74421823,-1.3666011,0.24147409
s1-9,0.7674177,-0.854599,-2.1573398,-1.461019,-0.07779587,0.06742856,-0.7438007,0.69361216,0.3519228,2.1894789,0.1948805,0.69993377,1.3583372,-1.2488971,0.02923816,-0.6419674,0.31167173,0.3763912,-1.1356105,-0.7349708,-0.26233688,0.36452806,0.5368453,0.20898174,0.6087811,-0.93226486,0.61157495,-1.9548979,0.5047475,0.26039702,-2.798759,1.6867743,-0.123044364,0.01613608,-0.858439,-0.26613724,0.32274243,0.667357,0.21397679,-0.09536641,-1.7056894,1.4027778,2.1424124,-1.8142086,-1.1816981,1.1711004,-0.37947628,1.270367,0.8043587,-0.054675866
s1-10,0.21308213,-0.2501781,-1.4834684,0.5507887,-0.7681247,-2.664445,1.56857,-1.7227619,0.64004076,-1.9007882,-0.3442825,0.30706003,0.16012175,-0.6352724,0.5216024,0.044289827,-1.6041079,-0.72349006,0.7317206,0.015931742,1.8409371,0.26702464,-0.42013747,0.91480863,1.9458494,-0.1418007,-0.34733114,-1.209112,-1.8056338,-1.3249295,-1.8926286,0.844522,-2.20657,-1.541949,0.7407041,0.7885955,0.42623934,0.5998321,0.3059211,-0.13102618,-0.78085023,-1.7015884,-0.27351496,-0.4293588,0.9417273,-0.938136,-0.9044714,1.2042015,0.21587855,0.38626182
s1-11,-0.46364698,-0.30028573,-2.196356,-1.9497888,-1.2618545,-2.0904818,-0.3678443,-1.0044109,-1.0543822,0.51234967,-0.2303678,1.983739,1.2111055,-0.8179288,1.051495,0.61628574,-0.45296746,-2.2141173,1.8505214,-0.18096551,-0.4352435,-0.2009596,0.023194885,0.9603983,1.4138495,-1.3085005,0.51983166,-1.35029,0.21913905,-0.86118394,0.77159774,-0.43244228,0.06717661,0.05080443,1.0316578,-0.22623582,-0.31446427,1.4267219,-0.8372459,-0.15889138,0.85177946,0.08525285,0.73405707,-0.5019604,-0.555588,-0.8579618,1.8705269,-0.5174362,2.05353,-0.56700516
