sample,method,PAS,CHAOS
S2-adt,Cobolt,0.5713009824352486,0.0792344551244445
S2-adt,CLUE,0.4340577552843108,0.0732868596402256
S2-adt,SpaMosaic,0.408752604941947,0.0702945906785958
S2-adt,scMoMaT,0.2637689788627568,0.074499722214229
S2-adt,StabMap,0.4888359630842512,0.0750495745294168
S2-adt,MIDAS,0.3310509080083358,0.0728997598007688
S1,Cobolt,0.5708955223880597,0.0772327727632546
S1,CLUE,0.4328358208955223,0.0714682099447061
S1,SpaMosaic,0.3998277841561423,0.0677169895284652
S1,scMoMaT,0.2789896670493685,0.0751557803802783
S1,StabMap,0.5180826636050516,0.0739374229044915
S1,MIDAS,0.4357060849598163,0.072737149773912
S2-rna,Cobolt,0.7168800238166121,0.0850551062977282
S2-rna,CLUE,0.5689193212265555,0.0821731357148272
S2-rna,SpaMosaic,0.4563858291158083,0.0735754695883026
S2-rna,scMoMaT,0.6588270318547187,0.0853593712610993
S2-rna,StabMap,0.6064304852634713,0.0822034650148391
S2-rna,MIDAS,0.6424531110449538,0.0832020784072761
