,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
s1-0,1.9228504,1.1998005,-0.23472865,0.32100824,-1.0636913,-1.4508948,-1.8121907,-0.018551156,-1.1078702,1.5957323,-1.0889369,0.72306967,0.30261028,-0.008070976,-1.4459617,-0.12118265,-2.6268165,-1.8813357,-1.7904093,0.88474196,-1.1861957,-0.4620891,-0.31830344,-0.8274218,-0.11173878,-0.74192816,0.21813731,-1.3213971,0.8270832,-0.05427449,-0.8795361,-0.8803367,-1.2169225,-0.54584277,1.32999,-1.1058414,-0.9111079,0.78036445,0.16327353,1.5347372,-2.1842396,-0.2627882,-1.3976704,0.8243867,0.09397786,0.70599574,-0.59113497,-0.59196573,0.3701847,-2.799511
s1-1,-0.18064944,-0.9189887,2.0637798,1.9266686,-0.895804,0.670115,0.76252484,-0.2165575,0.24389109,0.49457744,0.17814796,0.87102604,0.99450177,0.6549485,-1.1308682,1.7727413,0.3974011,1.8968558,0.3058472,1.6038842,-1.6459529,0.70318305,0.40263003,-0.21150187,-0.10325475,0.23403244,1.2628312,-1.0420704,-0.8487861,-1.005985,0.32163706,-0.10742518,0.816591,0.16089922,0.6368231,-1.320772,1.1735617,-0.41132846,1.3418103,0.44689745,2.2478244,2.237002,0.30098197,-0.31432575,0.41307402,-0.15339988,0.49946597,1.9992882,0.5196182,1.1248382
s1-2,-0.0037088732,2.0331633,-0.07922189,-1.1948575,-0.45023072,-0.17445602,1.0693331,-0.045695517,-0.98736906,2.3460608,-0.23147985,-0.8443928,-1.7572993,0.17137887,-0.11422915,0.45199692,0.14759749,-1.7000827,0.13543999,-1.6028984,1.5073364,-2.141964,-0.9744206,-2.0634458,-0.7515487,1.5357285,2.1653001,-0.7159223,-2.9145772,0.2441683,-0.21986774,-0.6673165,1.3020873,-0.31445864,0.3886809,-1.3554606,-0.2495215,0.5812961,-1.7872107,-1.5695446,-0.22896948,-0.050851345,2.5491378,2.136199,0.25880095,-2.6199472,-0.18269774,0.16383511,-0.45212933,-1.290392
s1-3,0.0782912,0.6373725,-1.1830387,-0.61726224,0.2817188,-1.4548653,-0.14264293,0.52360654,0.50140256,-1.0845692,-2.2555263,-1.7810107,0.09802078,-1.4470664,0.81867915,-0.23573674,1.7749398,-0.3629231,-0.036554113,-0.26954886,1.9372964,0.5155287,1.4407264,0.5919499,1.0919526,2.3699994,0.38764873,-1.4631091,-0.5767557,1.4178028,1.6797376,1.7646195,-0.6378264,0.37772092,-2.673555,0.029621791,-1.6740785,-0.19064103,0.09444154,-1.018987,1.4668128,1.1782799,-0.31646425,1.8525633,0.17157848,-0.08978115,0.14633036,-0.68818915,-1.169149,-0.051228765
s1-4,1.0972816,2.2054465,0.67079216,-0.08550296,-0.10743597,1.1183001,0.38011685,-1.3910985,1.2561946,-0.505092,-0.25791,0.3710775,2.0163605,-0.26116905,-0.8441119,-1.3523968,-1.3450396,-0.07209942,-0.70327544,1.4829717,1.1127003,-0.0403612,-1.1853597,-0.024803005,-1.3817205,-0.19082874,-1.7789309,-2.7808197,1.2148101,-0.12829944,1.2871308,0.5005498,-1.7021585,-0.4002536,0.33170554,0.19214532,-0.53688467,-2.1918373,1.506998,-0.76816845,0.43528488,0.77875006,1.4000635,-0.18460967,1.2878017,0.14040552,1.1747628,-0.4558111,-0.66100824,1.3909168
s1-5,-1.3614311,0.10343654,0.9477613,-1.6537818,0.8188646,-0.24050458,-1.3910352,1.1187482,-2.0747147,0.12875274,0.08958999,-0.337687,2.7028573,0.2627262,-1.1904825,1.7865199,-1.3025227,-0.22503321,-0.47716662,2.4697294,0.6409938,-0.24735017,0.103434235,0.088802986,2.0609305,-1.0349083,0.75618017,-0.046347976,-0.71978533,-0.23304819,2.370639,1.9109273,0.070659935,0.5022407,1.6708927,-0.62583655,0.24059814,0.077105954,-0.20145166,0.7866916,1.1381233,-0.9370225,1.0746675,-1.2532533,-1.2650235,-1.6902058,-0.90151393,-0.2626545,0.0020230862,0.38689938
s1-6,-0.58082837,0.30959693,-1.6770003,-2.1062045,1.5636767,-0.045488853,0.9152844,0.6178475,-0.6153019,-0.32703903,-0.9271791,1.409667,0.5279976,0.6601657,-0.41044655,1.0221814,-0.039107166,-0.48348993,-0.9272714,0.20395859,-1.8183423,1.6420666,1.4638785,0.13129419,1.6792684,-0.74354714,-0.5870147,0.59278345,-1.2739462,0.35449466,-0.3552814,-0.15559243,0.77514595,1.304816,-1.4382061,1.037295,-0.29010424,0.16212502,-1.6865952,0.7608181,-0.8514965,-0.7779193,0.710451,1.8668629,0.26138657,-0.7630749,-1.1781595,-1.0121744,0.22813316,0.018363347
s1-7,0.84915036,1.1368226,-0.7018149,-0.8828638,2.364251,1.2847966,1.9608628,-1.0478064,-0.284849,-1.5759985,1.215112,-1.721598,0.17259641,-0.10285688,-0.4954669,1.1296525,1.3115636,-0.69371337,-1.1784503,-0.10617514,-0.2580709,1.2140107,-1.9558086,-1.5114934,-2.4030938,-0.026445039,0.024722023,2.2000308,-0.17456874,-1.2098651,1.0635334,-0.09325702,0.60411376,0.81965435,1.8686976,0.43505624,-1.3220584,0.0819545,1.9268909,-1.026375,-0.9182801,0.40913075,0.04718461,0.6661396,0.4769565,2.4416537,0.39175797,1.5516677,-0.03969055,0.12858452
s1-8,-0.20979287,0.011012827,-2.522619,0.21763495,-1.4303502,-1.5157123,0.69518626,-0.67576504,-0.10919071,-1.6695744,-1.320371,0.26909253,-1.1128526,0.6453013,0.18496516,-0.26569843,1.7123061,-2.0787034,0.8588482,-1.4634826,0.1832001,0.8832638,-0.18828991,-1.2998996,0.8450074,0.56303227,0.2519353,0.20980489,-0.32166046,0.017404737,0.9380719,-0.8649076,-0.6330075,1.7447041,-1.2273605,-0.21718389,0.3967939,-0.95738757,1.7867635,0.12538604,-0.7691503,-1.5520458,-0.81684,0.4469641,1.226752,1.5529596,0.4013354,2.1522923,-0.8976521,2.24156
s1-9,-1.70526,0.8114501,-2.259607,-0.35005966,1.127505,0.98039514,-0.5808665,1.1386889,0.18784027,0.012630256,-1.1029713,0.34433028,-0.03170833,-1.6273389,-0.76302314,-1.3469238,2.7603824,0.17893486,-0.2199552,-0.1404863,-0.408692,-0.016776832,-0.059639618,0.62185717,0.16458137,-0.34672582,-0.7304096,-1.0327197,-0.27203813,-1.4450986,-1.8719673,-1.3498722,0.17917052,-0.99111146,1.4634448,0.50590295,-1.2426202,0.37928125,1.4845841,-0.1753793,-0.76481974,2.1515186,1.5334439,1.5294738,-1.066968,-0.7666484,-0.7381517,0.13865666,0.46388665,0.39938614
