,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
s1-0,0.017462127,0.066837445,0.09579729,0.27881333,0.39924368,0.07660253,-0.096176416,0.45081815,-0.41420412,0.15118067,0.36366713,0.5487627,-0.110033855,-0.40664393,0.17430007,0.12580316,0.09661915,0.24158846,0.33614305,-0.33691245,0.4151389,-0.07291175,0.21738192,0.03739002,-0.38484073,-0.17930251,0.17545189,-0.14238176,0.20200339,0.025542289,-0.08061947,0.24979061,-0.027487148,-0.053412035,-0.15705603,-0.39088887,-0.012246944,-0.26174098,0.062069118,0.2855783,-0.112895966,-0.02375123,0.21511018,-0.21008226,0.056275025,0.93432057,-0.5029737,-0.16199358,0.24750426,-0.015592227,0.06917123,0.3220489,-0.25509715,-0.11669594,-0.5895636,0.39785266,-0.2137692,0.5571903,9.171665e-05,-0.33663714,0.059408545,0.06170196,-0.07750051,0.46882308,0.4846508,-0.001448419,-0.12122534,0.20287126,0.15447968,0.39076528,-0.49674535,-0.14070576,0.10914792,0.051799215,0.25527403,0.41752374,-0.03969481,-0.09469335,0.5987575,-0.068841554,-0.39946786,-0.5726175,0.08029851,-0.34393364,0.5150697,0.8687936,0.06081575,0.6897103,-0.22498266,1.2038164,-0.39094216,-0.104650274,-0.9842042,-0.7335602,-0.00065771677,-0.18806186,-0.40787512,0.3232677,-0.14407745,-0.12404361
s1-1,0.060988538,-0.10716106,0.12345814,-0.09051782,-0.73779047,-0.39644068,-0.43880397,-0.035056017,-0.3804882,-0.08157663,0.2846405,-0.28787422,-0.07843959,-0.1982519,-0.21216998,0.096134454,-0.11783403,0.023783045,-0.07678735,0.0037793368,-0.16168463,0.0075588254,0.064490564,-0.33962148,0.57351947,-0.06786819,-0.09598488,0.2951544,0.02601764,-0.5287248,0.331132,-0.116915345,0.12899484,-0.23853728,-0.016938621,0.062082402,0.18995282,0.55667216,-0.12172443,-0.05101151,0.03364423,0.13035983,-0.19937885,-0.33748916,0.005740124,-0.396025,0.30611482,0.35831904,0.1012199,0.043330975,0.74521685,0.08265991,-0.36893517,0.45564136,-0.367705,-0.25852954,-0.41878945,0.23854968,0.17344187,0.31634504,0.0045312867,-0.27186996,0.04264337,-1.0153985,0.11561926,0.040074922,-0.04748706,-0.29419646,0.044356734,-0.19782935,0.74709487,0.018287752,-0.23192014,-0.42755473,-0.3828048,0.071637884,-0.19186607,0.24070328,-0.6175637,-0.24560471,-0.8887624,0.3571625,0.36294925,0.09040732,0.010875566,-1.6249061,0.22883016,-0.5461854,0.028752279,0.12972039,0.4363522,-0.13372496,-1.4978864,0.066161655,0.39252308,-0.37884736,-0.24086502,-0.10409002,-0.6127265,0.6186706
s1-2,-0.034920875,0.057995703,0.19583364,-0.31573403,-0.21892616,0.07155968,-0.24228914,-0.109784365,0.0077696852,-0.009041816,-0.16754276,0.00876103,-0.096465155,-0.04301811,0.16807087,0.40899023,0.019129707,0.07903012,0.1955331,-0.056478947,-0.0266268,0.36761943,0.1624867,-0.14176226,-0.36825877,0.17010139,0.21622783,-0.37091154,0.224974,-0.30619925,0.45814544,0.033189863,0.02919946,-0.106034756,-0.28817707,0.23535651,-0.039347254,-0.56236297,-0.048478108,0.20177586,-0.29032058,0.42332265,0.045510616,0.32118133,0.16316526,-0.25029612,0.13774954,-0.055467933,0.12810203,0.21525267,-0.074916266,0.6087009,-0.3234835,-0.12460485,-0.08844875,-0.45778358,0.06240899,0.21140684,-0.26875573,0.08822307,0.082288295,-0.20098574,-0.34994385,0.080590375,-0.14261374,0.42556584,-0.04886697,-0.44396007,0.33045286,0.4054163,0.106337294,0.21135996,-0.4556029,0.29363993,0.8139118,-0.27146652,-0.10017826,0.080521934,0.38976914,-0.92142004,-0.14741659,-0.0772221,0.08311806,0.32861525,0.2864918,-1.1603014,0.51618505,0.6349933,-0.24304187,1.138643,-0.3548406,-0.06942328,-0.015513808,-0.2630068,0.33423942,0.67281795,-0.15539828,-0.36017388,-0.08944906,0.28896657
s1-3,0.12362705,-0.26863855,0.023011744,0.025064766,0.6848451,0.0909909,-0.11390603,0.2294088,0.1723186,0.12421644,0.1813501,0.48615193,0.006354155,0.066360325,0.022065863,0.11733833,-0.09096658,0.29903126,0.37521565,-0.047665752,-0.030038118,-0.3830647,-0.27280238,0.03392645,-0.036677893,0.015248999,0.043093756,0.18533367,-0.500142,0.23196429,-0.08112796,0.075723104,-0.19505921,-0.47972184,-0.05140577,-0.46561265,0.24406807,0.108842626,0.4221824,-0.012868427,-0.20424122,0.04820439,-0.16164415,0.34486043,0.10222897,0.21934387,-0.29158628,0.402202,-0.50962055,-0.5184163,0.1997807,-0.31740463,-0.31547698,-0.40595415,-0.20205916,-0.26047996,-0.26064575,-0.137566,0.18836693,0.13427223,0.057021014,0.42777294,-0.9868897,0.37286383,0.5365108,0.15494351,-0.031695783,-0.041638836,-0.06119047,0.72044885,0.16609304,0.088635966,0.38815045,0.06668366,-0.3577597,0.11517543,-0.26336122,-0.47702533,0.050926194,-0.38869548,0.90961194,-0.8482033,-0.2674059,0.5342219,0.2940163,0.21662176,-1.0044286,-0.046590615,0.02480712,0.030576533,-0.74519706,0.5329717,-0.07936157,-0.21706295,0.26954255,-0.33841932,-0.29017383,-0.37664965,0.7679992,0.061832055
s1-4,-0.40313736,0.4087952,0.03749607,0.21764264,-0.4174487,0.07523803,0.12410438,0.14957789,-0.14926216,0.07259675,-0.008198403,-0.3757462,0.06618452,0.31761438,0.03720618,-0.18706965,-0.02669115,0.20754853,-0.25097895,0.09421742,0.19094822,-0.18211114,0.027604148,0.11007753,-0.08283031,-0.1450862,0.026407992,0.08681273,-0.16851224,0.19930302,-0.14226504,0.17468892,-0.050207622,-0.27480233,0.3452869,0.13066082,-0.11094325,0.2030094,-0.039348263,0.2205481,0.20952146,0.03663432,0.3244955,-0.35925657,-0.3447927,-0.09760462,0.034767404,-0.061487727,-0.25306088,-0.23388723,-0.37248653,0.089575164,0.10329631,-0.16597092,0.0064894706,0.39513594,0.03942291,0.056179352,-0.14564109,-0.072947785,0.0052646324,0.042785622,-0.43648475,0.23604491,-0.26581454,-0.3252262,-0.30313125,-0.3177278,0.033814404,0.11143459,-0.1037902,-0.28538686,0.22231811,0.14910005,0.089769594,0.029224455,0.52582467,0.09708169,0.7039722,-0.075672604,-0.6683478,-0.085615516,-0.6360383,0.19107507,0.22985424,0.068871945,0.23154375,0.18597578,0.22586584,-0.083653465,-0.63566124,-0.07653296,-0.07686869,-0.29805857,-0.06982294,-1.370816,0.3289764,0.2205234,-0.18350138,-0.04784414
s1-5,0.044002876,0.20094305,0.14661586,0.21723835,-0.031146728,0.20040873,0.20193163,0.36086753,-0.004874192,-0.055377856,-0.1093222,-0.11338519,-0.08174248,-0.17336163,-0.12661849,-0.11673713,0.0072581847,-0.18657675,-0.15440258,-0.08571614,0.067782514,-0.17455469,0.0010902118,0.03690863,-0.0017697215,0.07480418,0.14359584,0.03521134,-0.052735016,0.2203667,-0.26701343,0.09627928,-0.052576974,-0.11946806,0.18981594,0.16151908,-0.051923603,-0.14279628,0.22637442,-0.080325186,0.078305565,0.2585695,-0.046952132,-0.0014971681,-0.1629136,0.27904004,-0.07609177,0.07149168,-0.12976882,-0.28873146,-0.035374094,-0.17814583,0.12335633,-0.12536897,0.16016851,0.13584156,-0.0868485,-0.108409226,-0.13940424,0.32722795,0.18748358,-0.017541155,-0.06807093,-0.017904125,-0.31247962,-0.14036883,-0.18970785,-0.10698742,-0.09179057,-0.2772094,0.0052711964,-0.19520883,0.11614178,0.050900064,-0.13283329,-0.07988003,0.08557809,0.032339126,-0.018856958,0.081025496,-0.32341868,0.12912573,-0.24954773,0.0410513,0.024829268,0.46449006,0.40942293,0.12627362,0.33845687,-0.049503744,0.15604708,0.47200358,-0.2225213,0.077612706,-0.0052172374,-0.50866115,-0.084706396,0.0137618035,-0.124177836,-0.24955595
s1-6,0.15248232,0.062256087,-0.07380404,0.23614097,-0.090999156,0.2697512,-0.043585576,-0.14491935,-0.050497804,0.034892067,-0.29066128,-0.3246967,-0.08203457,-0.12777054,-0.07021461,-0.056374714,0.090461016,-0.06417185,-0.06055805,0.034559697,0.35019156,-0.1147152,-0.25238806,-0.10151058,-0.2120575,0.4042353,-0.04900781,-0.17313969,-0.16253874,0.14272898,-0.4959882,0.12847331,0.03571566,-1.543813,0.21084756,0.44922853,0.128621,-0.5334877,-0.092931,-0.0338153,-0.06457654,0.09550391,-0.05203689,0.007853948,0.09045298,0.47196886,-0.1560129,-0.033964988,0.46016526,0.34876496,0.3637107,-0.028859574,-0.1124458,0.36099982,-0.37646332,-0.318073,-0.01006525,0.16673122,-0.09018271,0.075818636,-0.12762682,-0.17799279,0.069964826,-0.51388735,0.38595244,-0.17178549,-1.218488,-0.06518341,0.048490595,-0.016883314,0.50696087,0.14391075,-0.27067092,-0.25710905,0.026633061,-0.046501007,0.017031357,0.0012952052,-0.32729226,0.081350684,0.2568922,0.07192265,0.51084894,-0.2085596,-0.09958221,-0.51170063,-0.5021166,-0.35526466,-0.13272451,-0.6864151,-0.10429074,-0.2337482,0.12935711,0.08433871,-2.317083,0.39641702,0.18191877,-0.1793865,0.032429375,0.091635056
s1-7,0.01805088,0.18550335,0.06413988,0.057041723,0.25348863,-0.5013909,0.058740396,0.02829575,-0.38117045,0.007818183,-0.23767906,-0.23735785,-0.080150545,-0.032804336,-0.2844555,0.14132878,-0.16654724,0.23967087,-0.2572955,-0.18096355,0.17962208,0.18855664,0.16137257,0.045887325,-0.31295097,0.19213055,-0.0033057202,-0.5273822,0.12448598,-0.5014052,0.00499567,0.029803112,-0.045452215,-1.4464114,-0.027344257,-0.42336124,0.3775167,-0.13229825,-0.3666585,-0.22573838,0.044978287,0.5895815,0.16751805,-0.14857394,-0.15188952,0.008273885,0.060364645,0.42247236,-0.15938258,-0.1259248,0.11178891,0.07896179,-0.14683048,0.2946211,0.22286497,-0.25426924,0.07801526,-0.03414497,-0.0028338768,-0.017746016,0.21476516,-0.11189902,0.53301173,-0.14368461,0.20915104,-0.06625053,-1.3274951,-0.083283216,0.1914061,0.06900142,-0.0226904,-0.14639714,-0.2960093,-0.088126875,-0.012143664,-0.1450193,-0.14821075,-0.039546274,0.020175934,0.016699433,-0.3543986,0.12476611,-0.032826796,-0.22039832,0.076189116,-0.2603588,0.4827734,-0.107259974,-0.110595,-1.1248294,0.19350632,0.04981606,0.38233656,-0.21847644,-2.3530693,-0.87554574,-0.042441595,-0.066937916,-0.26167798,-0.075305596
s1-8,0.010096369,0.052896157,-0.096125774,0.15357623,0.5468399,-0.31000587,0.35104293,-0.05646988,0.09956835,0.1402353,-0.29578802,-0.53700256,-0.0908826,-0.29557443,-0.3064779,0.13461898,0.10193879,0.2781332,-0.2395316,-0.45801404,-0.00016724318,0.110883676,-0.06946049,0.12641343,-0.46140942,0.2749005,0.046457127,-0.22642338,-0.27327442,-0.022441335,-0.08142755,0.09411372,-0.05669816,-0.88536125,0.1416983,-0.3418036,-0.03737116,-0.526275,-0.22548221,-0.105201125,0.24993543,0.18054816,0.21259807,-0.15480934,-0.05179728,0.43383998,0.02764458,0.46234447,0.030001275,0.53560525,-0.26024902,0.19514012,0.10401004,-0.17308696,0.023331098,-0.35796106,0.03408751,-0.2568704,0.104509264,0.29284424,0.1414286,0.3031007,0.37679684,0.33075476,-0.23037156,-0.122953966,-1.0724268,-0.08761117,0.4540875,0.08169759,-0.42336905,-0.37228894,-0.18536577,0.3674296,0.26737797,-0.14936033,-0.004151004,-0.20555504,0.60573065,-0.15409388,0.5999081,-0.06125467,-0.32361057,0.09197014,0.12164803,0.31331253,0.70886445,0.46810675,0.04004882,-0.5036954,-0.09694016,0.39721975,-1.8924954,-0.33065015,-2.3641725,-0.15527095,-0.33134225,0.0486406,0.0232216,-0.26321745
s1-9,-0.21589054,-0.04495026,-0.22993332,0.45797932,0.30703142,-0.39534706,-0.06323763,0.14857423,-0.29952794,0.08937495,-0.38243544,0.0133294,-0.22365746,0.053117707,0.107547164,0.048805468,0.32343847,-0.20885667,-0.23332657,-0.26091126,0.10192253,-0.066070765,-0.10081886,-0.1983433,-0.18835494,0.1503151,-0.18561153,-0.1086537,-0.3990103,-0.2207467,-0.043926537,0.21686575,0.25007758,-0.84209836,0.07610619,0.67618877,-0.19634256,0.33675483,-0.1848048,0.027605299,0.031071188,0.5749924,0.22085351,0.13581328,0.250002,0.3592084,-0.31959695,-0.0526252,0.034191705,-0.5363559,0.036486752,-0.26289558,-0.019209104,-0.106789336,0.16156709,-0.02888349,-0.02678013,-0.085928366,-0.16693395,-0.14352562,0.08593987,0.02894964,-0.32488793,0.023059279,0.5403876,0.0074378103,-0.80026555,-0.1370189,-0.004834835,0.018624105,0.24811688,0.11496172,0.26053467,0.019979566,-0.16997367,0.082951024,0.13575085,-0.09078011,-0.21917969,-0.005482249,0.35680073,-0.14758483,-0.19083172,0.1300954,-0.104561284,-0.11918863,-0.6652957,-0.23515534,0.020149652,-0.055411126,-0.18591543,0.28966135,0.8300723,0.18364733,-2.0949934,-0.21651882,0.29015625,-0.19603989,0.35356653,-0.17421857
