sample,method,PAS,CHAOS
S3,Cobolt,0.1486396814863968,0.051263401913191
S3,CLUE,0.0727715107277151,0.0502656467760078
S3,StabMap,0.1479761114797611,0.0509825229985125
S3,MIDAS,0.0037602300376023,0.0506499591194582
S3,Cobolt,0.1486396814863968,0.051263401913191
S3,scMoMaT,0.0592789205927892,0.0500829876063112
S3,SpaMosaic,0.1232028312320283,0.0505499373838084
S1,Cobolt,0.1574821305049573,0.0548964257586788
S1,CLUE,0.0818538160018445,0.0537330312253343
S1,StabMap,0.1245100299746368,0.0538924176628164
S1,MIDAS,0.0670970717085543,0.0547116364796859
S1,Cobolt,0.1574821305049573,0.0548964257586788
S1,scMoMaT,0.0661747751902236,0.054203264394655
S1,SpaMosaic,0.1367304588425178,0.0540186759720675
S2,Cobolt,0.1336578889134764,0.0535987128556648
S2,CLUE,0.0931622040274397,0.0531097212566553
S2,StabMap,0.1352069041823412,0.0532517445952812
S2,MIDAS,0.0692631113078114,0.052976807039078
S2,Cobolt,0.1336578889134764,0.0535987128556648
S2,scMoMaT,0.0927196282363354,0.0537773766296321
S2,SpaMosaic,0.1433945563177694,0.0534107213669045
