,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
s1-0,0.056819003,0.064312354,-0.30943772,0.05263082,-0.030796267,-0.16722395,0.08600515,0.5573187,0.15325722,-0.14799266,-0.20985925,0.06465555,-0.07870208,0.22939698,-0.63599795,0.05740106,-0.12377687,0.1619848,-0.042034954,0.325451,0.17525661,0.12641212,-0.16322958,0.13838606,0.19032538,-0.06762585,0.24144733,0.14934161,-0.031187803,0.090636335,0.16350465,-0.06732391,-0.0020659156,-0.11037104,0.14084136,-0.16432872,-0.100110665,-0.16752577,-0.020234602,-0.068525285,-0.117701516,-0.052024547,-0.3916598,0.2099536,0.028239585,-0.115560815,0.06764143,0.013013203,-0.115149446,0.12571172,0.14301786,-0.016599953,-0.17015228,0.02358463,-0.36021298,0.28866687,-0.053651277,-0.07038786,0.0030893832,-0.2981987,-0.12838253,-1.0887997,0.10237572,-0.4985199,0.11695872,0.15183802,0.13772896,-0.12855121,-0.22483724,0.52833474,0.054435033,0.27908355,-0.17720169,0.17623168,0.008522846,0.091361225,0.014435813,-0.021015383,0.13598248,-0.16484757,0.067946754,0.48410082,0.72631186,0.2977659,-0.05799268,-0.063790746,0.049407493,0.21440974,-0.19187742,0.4369961,0.267382,-0.5459517,-0.032048237,-0.11243202,-0.13725525,-0.050882768,-0.044875164,-0.009876326,0.012737474,-0.04534082
s1-1,0.15845601,-0.011457674,0.12672828,-0.075270265,-0.088064566,-0.12678835,-0.036875535,-0.07969309,0.06209559,-0.29609287,-0.058694296,-0.006005236,0.34823203,-0.15365928,0.2422468,0.041162442,0.25377828,0.037059385,0.06730298,-0.17744926,0.108759835,0.112843454,0.011096556,0.009617422,0.2562749,0.023700986,0.16730998,-0.13050964,-0.09135485,0.17895782,0.17791754,0.21868102,-0.14075789,-0.47367528,-0.02068805,0.010066193,-0.3220911,-0.026247296,0.049999557,0.37847784,0.16876546,-0.058106475,0.044109143,-0.11026138,-0.25370085,0.25662664,0.14684378,-0.029469617,-0.05575028,-0.16373539,-0.21442565,0.041642018,-0.470877,0.05413075,0.1761139,0.35029554,0.0652985,0.12582535,-0.034580626,0.2094954,0.1421437,0.15994772,0.085936055,0.09610701,0.20778958,0.1766465,-0.20624155,-0.021010615,-0.9517982,-0.039857544,0.30158535,-0.31398964,-0.08829249,0.015876979,0.26045626,-0.014755403,-0.2959833,-0.30821654,-0.20257396,-0.32575974,0.18182532,-0.23460028,-0.5783783,0.08018559,0.33427113,0.11587116,-0.016719291,0.23745458,-0.0996798,-0.04237052,-0.57704705,-0.40995997,-0.14511317,0.5894928,-0.07053383,-0.011729099,0.1860024,-0.1427494,-0.31354862,0.14116368
s1-2,-0.21259555,0.004877542,0.115222886,-0.24888092,0.07375395,-0.165702,-0.0040337443,-0.19503865,0.075605884,0.090222746,-0.12144755,-0.005136162,0.13127983,-0.11696819,0.09184328,-0.0950573,0.14719772,0.27709407,-0.22004852,-0.108222514,-0.08047909,0.31607768,-0.096336365,-0.015482485,0.5161297,-0.12884952,0.3517223,-0.15086858,-0.12460614,-0.27834958,0.0010215081,0.10921727,-0.24555232,-0.40299135,0.17532505,-0.017132632,-0.09865998,0.14360914,-0.32342482,0.04310227,-0.43602598,6.0986727e-05,0.70244694,0.09571046,-0.21513966,0.0143096745,0.051485956,0.01467304,0.35762918,0.076533444,-0.02558276,-0.03693225,0.19467714,-0.042334214,-0.032895803,0.5465705,0.31428364,-0.11347778,0.12576175,0.38723373,-0.049201004,-0.98278844,-0.24402818,0.049105115,0.22442219,0.05855733,0.22394183,-0.16154572,0.31086308,0.45984685,0.29774475,0.034047488,0.08157,0.046386056,-0.14086074,0.011043876,-0.70556283,0.22121775,-0.13344876,-0.41238105,0.27570248,0.13234985,-0.15771663,0.018337496,0.27515906,-0.18340303,-0.112644814,-0.025238976,0.062117852,-0.27911997,0.17493474,-0.4202731,0.22368228,0.43612403,0.009582777,0.2047177,-0.043649875,-0.43458343,0.15122816,0.24792615
s1-3,-0.10833368,0.07567662,-0.2059528,0.23415425,-0.15269628,0.28280437,-0.081341445,0.07236692,0.026940024,-0.034524225,-0.027867794,0.06486702,-0.55039984,0.018935775,-0.19896975,0.35982904,-0.10881459,-0.012024647,0.104605645,-0.027737502,-0.08643785,-0.1559188,0.081741765,0.29025385,-0.18319377,-0.15036334,-0.052075215,0.1974568,0.1432083,-0.07895904,0.094691046,0.027638247,0.21535757,0.08955373,-0.017625289,-0.24495524,-0.04500819,0.04088555,0.17086321,-0.3547282,-0.11211502,0.11066696,-0.27893946,-0.18145823,0.07576959,-0.042598784,-0.06284776,-0.16668624,-0.11765099,-0.23692866,-0.07398241,-0.018104717,-0.12854011,0.19134481,0.11484893,0.616197,-0.16365191,-0.48164937,0.17436694,-0.13859576,0.2166021,-0.9957325,0.020350255,0.2740479,-0.34131718,-0.052199464,-0.38975206,0.13111581,0.021168202,-0.43694678,0.036773548,-0.034353886,0.027484108,0.25642514,0.17600255,-0.27906144,0.5451479,-0.11457099,-0.116492994,0.5081383,-0.3196866,-0.22938588,-0.18169194,-0.31495667,-0.13273671,-0.0476194,-0.13470726,-0.40597183,0.17885204,-0.31473,0.2900592,0.008386731,-0.10728419,-0.63079387,0.17163491,0.09409915,0.018485703,0.15277243,0.028911628,-0.15364043
s1-4,0.18892999,-0.10897763,0.24940191,-0.21932906,-0.058933217,0.71945333,0.06779786,0.073823124,0.05867966,0.17756379,-0.082357466,0.0222009,0.2398889,0.058270294,0.095454276,-0.08342874,-0.051525373,-0.0321302,-0.051755235,0.1078556,-0.0036806879,-0.25357595,-0.20272943,0.15825406,0.21697119,-0.268026,0.12757656,0.10340471,0.06485183,-0.0077070314,-0.15732859,-0.08866971,-0.12663858,-0.2617638,0.2503212,-0.07399609,-0.18297556,0.1976586,-0.14491582,-0.24495411,-0.19934222,0.028260266,0.0045804214,0.23045081,-0.018069802,-0.053509064,0.012646814,-0.19481283,0.033882305,0.09248273,0.11946172,0.39144316,-0.8339828,-0.13322145,-0.046697553,0.29429027,-0.2160554,0.03590854,0.14728591,0.048281964,0.05879048,-0.8429688,0.19229886,-0.28325218,0.53717434,0.38054144,0.32637113,0.08283639,0.47643584,0.47773635,-0.11400547,0.05341558,-0.21742547,0.12989718,0.0025756657,0.5084269,-0.716779,-0.016286239,-0.03448027,-0.11073139,0.43320203,0.01694875,0.07770801,0.5147532,0.16919686,-0.23623505,0.12118253,0.22829357,-0.25942838,0.19697726,-0.14511743,-0.6028265,0.57057315,0.23904958,-0.060216527,0.033533607,-0.2221225,-0.32948098,0.26823384,0.054111883
s1-5,-0.044376135,0.04141453,0.011471963,0.033372488,0.021433441,0.10267538,-0.055380397,0.11209418,-0.030718742,-0.06903745,0.040301114,0.07574658,-0.5524664,0.0034583248,0.059864886,0.009351077,0.0104140835,0.15782005,-0.015828364,0.040128853,-0.022330087,0.14243045,0.13049215,-0.07650983,0.08490758,-0.020116484,0.046558432,-0.0074723437,0.1007137,-0.09387592,0.107316256,-0.01858607,0.09807299,-0.050129853,-0.06393464,0.16787545,-0.08163358,0.024660803,0.013965859,-0.37177968,0.12195002,0.14408305,-0.16451254,-0.047944255,0.0581112,-0.024910793,-0.046890765,0.022308376,0.030772375,0.015924208,0.044324256,-0.20145202,-0.3238837,-0.25815952,-0.051552,0.21507578,0.24009445,0.1539881,-0.20829314,0.21808097,-0.08782744,-0.8268072,0.07521469,0.14680798,-0.09062212,0.18275313,-0.34178698,0.07459031,-0.2975,0.24753521,-0.05226709,-0.1435369,0.16159333,0.013732066,0.17130199,-0.3967775,0.38392353,-0.1629006,-0.27168238,0.039063126,0.08639291,-0.136691,0.08178847,0.44215482,-0.011144223,-0.24016573,0.04182323,-0.25920603,0.022123214,0.059120767,-0.095447406,0.56049097,0.34994933,0.18634866,-0.05220954,0.08242838,0.25344104,0.23325564,0.15006696,-0.01833684
s1-6,-0.20570834,-0.1015169,0.17880055,0.09053663,-0.036530428,0.74803853,0.030341007,0.020931533,-0.29011565,0.13323107,0.2855463,-0.15457724,0.06406922,0.19403684,-0.03351728,0.76871955,0.103339344,-0.1405339,-0.1911354,0.12970814,0.063897416,-0.3268225,-0.07905384,-0.018260956,-0.16436195,-0.008633041,0.15293933,-0.0015613418,-0.28113982,-0.008870957,-0.07563954,0.038923264,-0.19877124,0.13463815,-0.205692,-0.21226755,0.01876114,0.145477,0.26608866,-1.6151654,-0.069678806,-0.16309403,0.23977834,-0.23151395,0.0972194,-0.15039314,-0.036345568,-0.040723793,0.14314753,0.049619332,0.16462895,0.21272835,0.45040047,0.17005566,0.011685699,1.0462564,-0.18252046,-0.12316926,0.13696471,-0.071624234,-0.16246003,1.9921066,-0.2050339,-0.56487733,0.14078867,-0.21981078,0.48377264,0.12947841,0.51255685,-0.28981537,-2.11989,0.21579698,-0.026608799,0.074491546,-0.22038968,0.12424861,-0.25976107,0.06996872,0.09284559,0.1896928,-0.055602536,0.24349588,-0.073345125,-0.05815784,-0.14562191,0.21024518,0.27419809,-0.17904171,-0.033246994,-0.020222478,0.10267136,-0.06010399,-0.14005515,-0.34367406,-0.054751843,-3.1857984e-05,-0.23758203,-0.10258785,0.20041114,-0.018280089
s1-7,-0.107714295,0.08163029,-0.071865916,0.13283657,-0.07977091,0.2965072,-0.035627626,-0.24121442,-0.031477366,-0.17601323,0.07002051,0.016695501,-0.16627833,-0.040793706,-0.18304831,0.6671309,0.06362362,-0.19586238,-0.033391967,0.06522973,-0.08662851,-0.10881072,-0.03324664,-0.1393716,-0.018424004,0.13536815,-0.07361837,-0.029658198,-0.21581706,-0.00037693267,-0.30808747,0.040872477,-0.08539175,-0.016219785,-0.16468439,-0.11272243,0.14434816,-0.0029740129,0.10429632,-1.0977489,-0.07625775,0.04422517,0.038048252,0.22685818,0.01705851,0.028712723,-0.00036610756,0.120393574,0.018182095,-0.22702217,0.054741703,0.2670193,0.008013755,0.01728372,0.16494188,1.6420643,-0.07905407,0.06413421,-0.05862315,-0.051278915,-0.06141653,1.8742986,-0.096384026,-0.12351757,0.15278634,0.105964616,0.29617763,0.04751967,0.16744547,-0.094721414,-1.3815923,-0.096546166,-0.06652077,0.025392294,-0.18526322,0.15452082,-0.36941567,0.07856607,0.09442935,0.015308738,0.18077001,-0.12741107,-0.16767663,-0.09345049,0.10527174,0.09459385,0.1978895,0.02378659,-0.06672849,0.024669874,-0.07182498,-0.04667735,0.21753243,0.18739076,0.13762493,0.10965241,-0.1514677,-0.23702502,0.18051615,-0.05195311
s1-8,0.3739056,-0.0009999946,0.12857898,0.20116082,0.17185156,0.32375127,0.012410693,-0.027864233,0.06587905,-0.118766956,0.2739007,-0.018051317,-0.07176226,-0.10102237,-0.030501902,-0.12241113,-0.2782272,-0.037777144,0.32472014,0.16431911,0.104441404,-0.20269005,-0.04668917,0.077693805,-0.17367265,-0.07961135,0.09824575,0.053564303,0.15202022,0.27958453,0.008162521,0.10403937,-0.016547054,-0.13059822,0.05701527,-0.024262495,0.0634348,0.05016804,-0.18817885,-1.2170682,0.40641344,-0.08157252,-0.68753624,0.04933226,0.007199269,0.08050167,0.15833318,0.11566426,-0.17602158,-0.057165824,0.21353441,0.28032878,-0.047025274,0.20656165,-0.09245816,1.1626173,-0.18792337,-0.15397283,0.04577919,-0.5262781,-0.029452417,1.3695538,0.17811006,-0.10254567,-0.08691004,0.19680262,0.064415224,-0.13116284,0.15551928,-0.06812235,-1.9236404,0.15513156,-0.111602746,0.037191104,-0.08666908,0.28278938,-0.2329227,0.23129636,0.16488144,0.22617427,-0.057078864,0.13910775,0.14833663,-0.28175575,-0.2521314,0.02719032,0.027569132,0.09582967,-0.076728225,0.21395622,0.17640078,-0.43266022,0.08654702,-0.23046136,0.2878577,0.13819289,-0.28537726,-0.27001742,0.2594408,-0.02629704
s1-9,-0.058326136,-0.018971084,-0.113576874,0.08225725,0.08217617,0.7019039,-0.067904815,0.09019052,0.16130343,-0.29941285,0.0010811202,0.18613064,-0.4686516,-0.049064547,-0.13273102,0.9970026,-0.03433349,-0.05796213,-0.18888167,-0.013415802,-0.047530264,-0.04188287,-0.012966687,0.019732554,0.15568447,0.019789383,-0.14669141,0.057367,-0.036544703,-0.106959075,-0.17103443,0.18936181,-0.016134918,-0.055701524,0.0045494786,-0.032087795,-0.12010414,0.16544713,0.07767023,-1.4382498,-0.25781953,-0.18049571,0.388619,0.18886852,-0.045203432,-0.042700104,0.055199847,0.07621302,-0.19539475,0.067516476,0.031480193,-0.03010083,5.2804127e-05,-0.10720818,-0.04434037,0.78381467,-0.1348045,-0.12562242,0.2009415,-0.016403835,0.17277643,2.1398118,-0.05034089,0.27504802,-0.016535219,-0.07230448,-0.15832043,0.06351632,0.48767108,-0.2362232,-1.0795373,-0.05785909,-0.07884037,0.18743244,-0.027358893,0.043168783,-0.20067479,-0.05413136,0.0050549945,0.18000603,-0.07760793,-0.07633131,-0.26634693,-0.10827552,-0.12943302,0.028899718,-0.11360906,-0.03364753,0.013989991,-0.19986276,0.29630426,-0.17002341,-0.095902085,-0.40839905,0.039477274,0.12406391,-0.16702205,-0.015184313,0.03999305,-0.0874335
